StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_yn,attention_check,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,bi_binary,bi_women_1,bi_men_1,price_fairness_1,price_fairness_2,price_fairness_3,price_fairness_4,price_fairness_5,price_fairness_6,price_fairness_7,price_fairness_8,similarity_1,prosociality_1,prosociality_2,value_alignment_1,value_alignment_2,gender_equality_1,gender_equality_2,gender_equality_3,gender_equality_4,price_sensitivity_1,price_sensitivity_2,price_sensitivity_3,price_sensitivity_4,mc_price,mc_justification,ce_control_women,ce_control_men,ce_pt_women,ce_pt_men,age,income,feedback,PROLIFIC_PID,STUDY_ID,SESSION_ID,MainCondition
2025/8/10 9:21,2025/8/10 9:26,0,208.118.197.160,100,324,1,2025/8/10 9:26,R_5Giw5oam3AYS3xT,,,,,35.9606,-85.8141,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,5,5,5,5,5,3,3,3,7,5,5,4,4,7,3,6,3,6,4,4,4,3,"Women's shampoo was priced at $13.99, and then men's was also priced at $13.99. Both shampoos had the same unit price. They both contained the same amount of product.",4,4,,,34,8300,good study ;),65ff67c31641a4be4c903b68,6898afff2227f134df1188ea,6898b8f6c9b84a7d74af39dd,1
2025/8/10 9:19,2025/8/10 9:26,0,71.47.6.90,100,449,1,2025/8/10 9:26,R_1IcpAltr64SvF02,,,,,28.6623,-81.4136,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,6,2,3,2,2,3,3,6,4,4,5,3,5,5,3,7,7,7,7,6,2,2,5,1,"I can't remember a single word other than noticing they were exactly the same but the price was different.  And then later the sales person explained the there was ""smellums"" in the women's shampoo...so I guess that's where the extra cost comes in, huh?",,,1.5,1.5,65,2500,,61fa92ff5719bc09cb834baa,6898afff2227f134df1188ea,6898b87cf86f0bfc30058ba3,3D
2025/8/10 9:19,2025/8/10 9:27,0,73.117.118.130,100,440,1,2025/8/10 9:27,R_3kB9nOmAjWGmveB,,,,,40.3931,-79.8651,anonymous,EN,1,2,$13.99 ,$0.56 ,$13.99 ,$0.56 ,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,5,5,5,5,3,3,3,3,5,6,6,5,5,7,6,6,5,5,6,5,6,3,"The only difference between the two was that the women's product was restorative, whereas the men's shampoo was invigorating. The prices and per ounce price were the same and the remainder of the description was the same.",9,9,,,73,3000,,6475208cd6045ed7c2e281ab,6898afff2227f134df1188ea,6898b881ff8a0828716429f9,1
2025/8/10 9:20,2025/8/10 9:27,0,35.147.106.144,100,418,1,2025/8/10 9:27,R_5L6iNJJaNphs2WX,,,,,29.7026,-98.4759,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,1,5,2,3,4,4,5,5,4,4,6,5,4,5,3,3,7,3,7,6,7,5,5,4,2,they both treated all hair types and the womans bottle was pink and floral,,,5,5,27,3200,,63b703a29611ae603966dac3,6898afff2227f134df1188ea,6898b8a401b4093579415632,3B
2025/8/10 9:22,2025/8/10 9:27,0,50.4.192.223,100,285,1,2025/8/10 9:27,R_5eIPiwBLDj5rlxu,,,,,42.495,-82.9007,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,2,1,4,4,4,5,3,2,2,2,6,4,4,4,4,7,4,5,6,7,1,2,7,1,Cleanse and invigorate or revitalize all types of hair.,,,0.05,1,50,1000,None,6234880df05fb61f80c5bc4c,6898afff2227f134df1188ea,6898b92edde6652dc7f08890,3D
2025/8/10 9:19,2025/8/10 9:27,0,73.64.191.150,100,449,1,2025/8/10 9:27,R_7Fu32wEIEIaERIG,,,,,41.2723,-75.8887,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,$13.99 ,0.56,$13.99 ,0.4,1,4,1,6,6,6,6,1,1,1,1,7,7,1,7,4,1,4,4,4,7,1,1,7,1,woman's shampoo recognizes and donates to woman''s causes. Men's shampoo same ingredients,,,5,4,79,2500,,60367f78082e3dedb8238ea3,6898afff2227f134df1188ea,6898b88e6defebc599b0a4c6,3E
2025/8/10 9:19,2025/8/10 9:27,0,73.1.112.8,100,461,1,2025/8/10 9:27,R_7ghyDoKRorV1EuY,,,,,27.2621,-80.3835,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,56,13.99,40,,,,,,,,,3,1,1,1,1,1,1,7,7,7,7,7,4,4,1,1,7,7,7,7,7,2,1,6,1,"Women’s shampoo, 25 ounces for $13.99 - .56/ounce
Men’s shampoo,  35 ozs for $13.99 - .40/ounce",,,2,2,70,3500,Thanks! Glad to see some studies about the price difference charged for women over men's products (and women usually earn less too).,62faba5f904642df812944fa,6898afff2227f134df1188ea,6898b89022438edad018f0b2,3C
2025/8/10 9:23,2025/8/10 9:27,0,35.151.187.31,100,259,1,2025/8/10 9:27,R_1CZvXnJMMCPiAHn,,,,,29.7978,-90.8097,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,6,2,6,6,5,6,2,2,2,2,3,2,2,4,3,2,2,2,2,6,6,6,3,1,Men’s shampoos and women’s shampoo,,,1,0.75,49,2900,N/a,67152e342de7c1bca617e3e0,6898afff2227f134df1188ea,6898b95ff1bffe0d703a1e3a,2
2025/8/10 9:19,2025/8/10 9:27,0,45.36.101.187,100,470,1,2025/8/10 9:27,R_6GgWaIrqlYQ5MFb,,,,,36.0344,-79.482,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,5,1,3,3,3,3,5,5,4,5,3,4,4,4,4,7,3,1,1,6,2,1,7,1,The women's had extra nourishing such as aloe while the men's focused more on the scalp. ,,,5,5,58,6000,,65f362ffea415d878f1f4f1d,6898afff2227f134df1188ea,6898b8916957c32d84cefbb5,3C
2025/8/10 9:19,2025/8/10 9:27,0,24.6.173.235,100,531,1,2025/8/10 9:27,R_3rwe45ILLVmQjPb,,,,,37.6864,-121.7654,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,$13.99 ,$0.50 ,$13.99 ,$0.40 ,3,1,1,4,5,4,4,5,4,3,4,2,6,1,1,3,7,7,4,4,7,4,2,6,1,The women's product was $13.99 and $0.50 per ounce because it was also giving to women's issues and gender biased care. The men's product was also $13.99 but $0.40 per ounce and not pushing and social issues.,,,1,1,65,20000,None,66aae26e69c32d3d854e96cd,6898afff2227f134df1188ea,6898b8601db95d9b0100fafe,3E
2025/8/10 9:21,2025/8/10 9:28,0,174.196.129.253,100,384,1,2025/8/10 9:28,R_3lrVhdGaXo0Fr2l,,,,,38.6438,-77.3451,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,$13.99 ,$0.56 per ounce,$13.99 ,$0.40 per ounce,,,,,2,3,6,4,3,3,2,7,5,6,6,6,5,3,2,3,6,3,3,3,5,4,4,5,1,"Both shampoos were specifically formulated for all hair types. However , the women's shampoo had a floral scent which was designed to make the hair smell like flowers.",,,0.3,0.28,47,18500,,674bea1eb044fbe75795fef1,6898afff2227f134df1188ea,6898b90331f7e76c30f3ebd1,3D
2025/8/10 9:23,2025/8/10 9:28,0,76.109.101.144,100,297,1,2025/8/10 9:28,R_5OiU9mr9If3Xwzg,,,,,26.6113,-80.1743,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,3,2,3,6,6,6,6,2,2,2,2,7,4,4,4,4,7,7,7,4,7,1,1,7,1,woman's shampoo v men's shampoo,,,0.2,0.2,71,10000,,610c940475aedaf9c70a190e,6898afff2227f134df1188ea,6898b9511455aad416e987d9,3A
2025/8/10 9:23,2025/8/10 9:28,0,174.208.39.196,100,313,1,2025/8/10 9:28,R_1m7WNaqwKogkJxC,,,,,43.1511,-77.6425,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,1,7,3,5,4,5,3,3,4,4,2,4,3,3,4,4,6,2,4,4,7,3,3,6,1,The shampoos were for all styles of hair,,,3,2.5,64,4000,,663401ce98e411fda23aede9,6898afff2227f134df1188ea,6898b94b70e9b1fa797e3515,3A
2025/8/10 9:22,2025/8/10 9:28,0,162.201.134.145,100,344,1,2025/8/10 9:28,R_7OoJ0MjwVBk6cns,,,,,30.3817,-89.0978,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,2,2,4,2,3,3,5,6,4,7,5,1,1,3,3,7,7,7,7,6,1,1,6,1,"women's shampoo seemed more gentle and moisturizing. the men's more basic, harsher and focused on just cleaning",,,3,3,61,3000,none,6428f7ac297e312f7262d93b,6898afff2227f134df1188ea,6898b932cd9c2374ece3a792,3C
2025/8/10 9:24,2025/8/10 9:28,0,50.96.141.100,100,228,1,2025/8/10 9:28,R_7q7SklBOhy4coFT,,,,,34.4212,-84.1191,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,2,4,5,2,1,1,1,6,7,5,6,6,4,5,1,2,7,7,7,6,7,5,3,5,1,"The men's shampoo was 0.40 cents/oz and the womens was 0.56 cents/oz. the only difference seems to be the fragrance. The mens is sold in a larger volume and this seems suspicious as this makes them have the same prices, so I think they are trying to be deceptive",,,3.1,3,53,145000,,57315ab3070de6000e434671,6898afff2227f134df1188ea,6898b9b8b7ad813141d4e475,3D
2025/8/10 9:24,2025/8/10 9:28,0,108.169.150.250,100,261,1,2025/8/10 9:28,R_1SSeLcVA5fmDpnj,,,,,35.3664,-77.9221,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,3,2,3,4,2,3,3,5,6,5,5,6,4,3,2,2,7,7,7,7,7,1,2,5,1,both shampoo's were $13.99 but the woman's had less ounces ,,,4,4,28,2000,,61119d87915f1fc896a52108,6898afff2227f134df1188ea,6898b99a8bf7bea6f9217086,3E
2025/8/10 9:24,2025/8/10 9:28,0,74.231.220.83,100,251,1,2025/8/10 9:28,R_39dkEOVaM6Q0Qob,,,,,33.5593,-81.8165,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,3,2,2,1,1,1,1,7,7,7,7,5,5,2,4,2,7,7,7,7,6,3,2,6,1,"both shampoos formulated for a range of hair types. women's much more expensive per ounce. women's donated 10% to social causes and showed gender equality motivations, while the men's did not. ",,,3,3,51,1000,,67ba639b05429eebb9d8927f,6898afff2227f134df1188ea,6898b9459a5bac286cce19e1,3E
2025/8/10 9:22,2025/8/10 9:28,0,68.38.147.22,100,362,1,2025/8/10 9:28,R_5uyrgtH4ogfaG3F,,,,,39.1397,-86.5141,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,1,7,1,7,7,7,7,1,1,1,1,3,4,4,7,7,5,1,1,4,7,2,6,4,1,I remember the womens shampoo was in floral bottles and that the mens shampoo was for all hair types.,,,5,5,51,600,,62d133496cf7f774b8bf98a0,6898afff2227f134df1188ea,6898b9198d1ea5831780767c,3B
2025/8/10 9:21,2025/8/10 9:29,0,172.58.145.40,100,487,1,2025/8/10 9:29,R_18HfUhFlKFQSevq,,,,,36.0595,-86.6592,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,4,4,3,3,5,5,1,1,6,5,5,4,4,6,3,4,1,6,3,2,5,3,it is good for all hair types. ,10,10,,,70,1400,,677b03282a32bc17e223ca06,6898afff2227f134df1188ea,6898b8c7e5911001fcd9f55f,1
2025/8/10 9:22,2025/8/10 9:29,0,70.109.200.110,100,399,1,2025/8/10 9:29,R_7DjMWXIhS0QZN92,,,,,42.364,-71.0265,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,,,,,2,3,6,4,4,4,4,6,4,5,5,5,4,4,4,4,7,7,7,7,7,2,2,6,1,the womens shampoo was $13.99 and the mens was too but the unit prices were higher on the womens shampoo,,,2,2,30,3000,,610243663b5385fae75c8d67,6898afff2227f134df1188ea,6898b8b9b247da2393448993,2
2025/8/10 9:20,2025/8/10 9:29,0,142.204.209.170,100,529,1,2025/8/10 9:29,R_1ZMHGIv0P3vDD7H,,,,,40.8088,-91.1114,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,3,4,3,4,4,5,5,3,3,3,4,5,6,6,4,4,7,6,6,6,6,2,2,5,1,Cleaning and revitalizing hair,,,3,3,66,2400,,65ecc3670bbda5b4fb282ce1,6898afff2227f134df1188ea,6898b8b5cb40ad855a293d1c,2
2025/8/10 9:24,2025/8/10 9:29,0,108.249.154.24,100,280,1,2025/8/10 9:29,R_6OrC9RrWZBsZWfx,,,,,30.7782,-88.2592,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,6,6,6,6,6,4,4,4,4,5,3,3,3,6,4,2,6,3,One was a women's shampoo and one was a men's shampoo. Other than that they were the same description and price.,3,3,,,52,500,,60fd84bd019682124d96c178,6898afff2227f134df1188ea,6898b9b7278fee1263159e04,1
2025/8/10 9:23,2025/8/10 9:29,0,69.207.70.177,100,366,1,2025/8/10 9:29,R_6EHkMUCg2VnsSqn,,,,,43.002,-75.9769,anonymous,EN,1,2,,,,,,,,,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,2,5,7,4,3,4,4,5,5,4,6,6,4,4,4,4,7,6,7,6,7,3,5,6,1,The women's shampoo had pastel pink floral designs and was $13.99 in total. The men's shampoo lacked these features but also costed $13.99.,,,2,2,23,1500,,66945712d73031b9ce3160f2,6898afff2227f134df1188ea,6898b964bcf4e14dc5515c35,3B
2025/8/10 9:22,2025/8/10 9:29,0,146.115.113.72,100,407,1,2025/8/10 9:29,R_1Mll9suKRUcYirV,,,,,42.4945,-71.0715,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,5,4,2,4,4,2,6,6,5,6,4,7,4,7,4,7,7,6,5,7,2,4,7,1,"I recall that both were $13.99 a bottle, but the women's per unit price was higher than the men's price (0.56 vs. 0.40).  I also recall that a proceed of the sale of the women's shampoo would be donated.",,,5,5,60,3000,Thank you for the opportunity to participate in this study.,67300478eb2edadf77d95150,6898afff2227f134df1188ea,6898b92c776b82da14da2587,3E
2025/8/10 9:18,2025/8/10 9:29,0,76.185.9.249,100,650,1,2025/8/10 9:29,R_51aHhSPatbP9yLL,,,,,32.9503,-96.819,anonymous,EN,1,2,,,,,$13.99 ,$0.56/ounce,$13.99 ,$0.40/ounce,,,,,,,,,,,,,,,,,,,,,2,2,7,3,3,3,3,5,5,5,5,6,4,4,3,5,7,6,6,7,7,4,4,7,1,one is women's shampoo for all hair types and the other is men's shampoo for all hair types,,,4,5.6,58,3000,,63a1ae117fa485cabe593f2a,6898afff2227f134df1188ea,6898b8462281762a074cd450,2
2025/8/10 9:19,2025/8/10 9:29,0,131.241.50.23,100,573,1,2025/8/10 9:29,R_5MFHXHqQ0X60YHr,,,,,39.2689,-84.2638,anonymous,EN,1,2,13.99,ounces,13.99,ounces,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,5,5,5,5,3,3,3,3,6,6,6,6,6,7,7,7,7,7,2,2,7,3,that they revitalize and are good for different hair types,5,5,,,35,50000,,60ff22120e009909e207ae02,6898afff2227f134df1188ea,6898b89949679761bb6116ca,1
2025/8/10 9:24,2025/8/10 9:29,0,174.201.210.115,100,283,1,2025/8/10 9:29,R_1HgZgH2tCZ1jLJJ,,,,,36.122,-115.086,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,5,5,5,5,2,2,2,2,4,4,4,4,4,7,3,3,4,6,4,3,5,3,The men’s shampoo was described as invigorating for hair types,3,3,,,34,5500,,66e30af71c095ea535047b06,6898afff2227f134df1188ea,6898b9bc962c125fa72e9edb,1
2025/8/10 9:25,2025/8/10 9:29,0,97.128.219.123,100,252,1,2025/8/10 9:29,R_5pt2jKmpD0rECcZ,,,,,40.7023,-80.2865,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,7,1,1,3,4,4,3,3,1,4,5,6,3,5,4,7,7,7,7,6,5,3,5,1,They both shared similar characteristics as to what they do. Women’s added vitamins to the hair and men’s focused on cleaning the scalp. ,,,2,2,26,2000,,60fe12e72041bc1636d08771,6898afff2227f134df1188ea,6898b9e64d125aa3d5b0c00c,3C
2025/8/10 9:25,2025/8/10 9:29,0,76.35.59.143,100,242,1,2025/8/10 9:29,R_5eVIlohcu5zi8SB,,,,,39.1417,-84.5172,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,2,4,6,1,1,1,1,7,7,7,7,7,2,5,2,6,6,7,6,7,7,2,2,7,1,The female shampoo was more expensive than the male's version even though they reportedly do the same function.,,,7,7,55,5000,,64123e577ccc2422448a155a,6898afff2227f134df1188ea,6898b9f701cde5351a84b66a,3C
2025/8/10 9:25,2025/8/10 9:29,0,172.58.8.238,100,257,1,2025/8/10 9:29,R_1BCOe1NeJyjL1o5,,,,,44.9399,-93.2548,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,3,5,3,3,3,3,3,5,5,5,5,6,4,4,4,4,7,7,7,7,6,3,4,4,1,The women's shampoo was supposed to cleanse and revitalize hair. The men's shampoo was supposed to clean hair and do something else.,,,11,11,61,1800,It was OK.,65816b7cd8394011b679cb2c,6898afff2227f134df1188ea,6898b9e9717fcd0fabe1502a,3E
2025/8/10 9:25,2025/8/10 9:29,0,35.147.155.15,100,287,1,2025/8/10 9:29,R_7nkqaUHBkVnYiOZ,,,,,33.0928,-96.6454,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,4,5,4,3,2,2,1,5,7,4,4,1,1,7,2,5,3,7,2,1,6,3,The men's shampoo was invigorating. I think the women's shampoo emphasis was how well it cleaned.   ,2,2,,,31,2400,,65e794dd03c9c72fb34c4fef,6898afff2227f134df1188ea,6898b9ce1db95d9b0100fb28,1
2025/8/10 9:26,2025/8/10 9:29,0,192.24.189.3,100,210,1,2025/8/10 9:29,R_1DDknGBjT760eDD,,,,,39.0705,-84.516,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,2,4,4,1,1,1,1,6,6,6,6,7,2,3,4,4,7,7,7,7,6,4,3,4,1,"Both products were $13.99 but the men's shampoo came out to $0.40 an ouce, meaning the bottle was larger for the same price. ",,,3,3,32,4333,,6643d653f572827cc3743f43,6898afff2227f134df1188ea,6898ba1ea6ee70515def8409,3A
2025/8/10 9:22,2025/8/10 9:29,0,68.42.48.50,100,470,1,2025/8/10 9:29,R_1aWwt2nhdzcYNPP,,,,,30.1999,-85.8122,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,,,,,3,3,2,3,2,2,2,7,6,6,6,5,3,3,4,3,3,4,5,7,6,3,2,3,1,Shampoo,,,4,4,32,100,,5f123d2f9926a1193a114e68,6898afff2227f134df1188ea,6898b8f7fcc9b4539377191e,2
2025/8/10 9:24,2025/8/10 9:30,0,97.79.11.30,100,314,1,2025/8/10 9:30,R_6HHXQkYnTABTuYV,,,,,28.5651,-82.3755,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,3,6,2,2,2,2,6,6,7,6,5,6,3,2,6,6,7,7,7,7,3,3,3,1,The women shampoo was 1399 and was  56 cents an ounce. The Men's Shampoo was also $13.99 but it was 40 cents an ounce,,,0.5,0.5,38,1000,Thank you,60f478bd79adf8819a73fa56,6898afff2227f134df1188ea,6898b9b3d9914fca13e39b33,2
2025/8/10 9:24,2025/8/10 9:30,0,98.97.34.219,100,311,1,2025/8/10 9:30,R_6plJIrUBJMOItlO,,,,,47.6109,-122.3303,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,1,4,2,2,3,3,4,4,5,4,4,4,3,1,1,1,5,2,2,3,5,4,4,6,1,I know the women’s was based on trends and the mens was designed more plain,,,5,4.75,42,5200,,66b7ace671ee40bb9aa17ee4,6898afff2227f134df1188ea,6898b9bcb36fba936aa1a6c9,3A
2025/8/10 9:26,2025/8/10 9:30,0,75.31.148.127,100,223,1,2025/8/10 9:30,R_6lizU35R7aVPqG5,,,,,34.3625,-89.5273,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,,,,,1,5,1,6,6,6,6,1,1,1,1,4,6,6,6,6,5,4,3,3,6,4,6,3,1,Revitalizing for hair ,,,2,2,29,3500,,655e0b698915e40faa8002f2,6898afff2227f134df1188ea,6898b9f363bb641f369cd6f3,2
2025/8/10 9:22,2025/8/10 9:30,0,73.52.113.209,100,478,1,2025/8/10 9:30,R_3GvJx39aYMNrWez,,,,,40.0537,-77.5216,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,1,7,1,5,5,5,5,5,3,5,6,2,6,6,5,5,7,7,7,7,7,1,1,5,1,Artistic bottles that stand out and are exciting,,,1,1,41,4000,,63b6be87ead45e4fa772fbf5,6898afff2227f134df1188ea,6898b916cb5f950b8b5c705a,3A
2025/8/10 9:19,2025/8/10 9:30,0,209.197.105.61,100,648,1,2025/8/10 9:30,R_7IRRRZnumoQye7d,,,,,41.2959,-86.625,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,3,3,3,3,5,5,5,5,6,4,4,3,3,6,6,6,5,6,2,3,5,3,"Both shampoos were for cleansing. One of the shampoos was for revitalizing and the other had a different descriptor, but I don't remember which type they each belonged to.",2,2,,,56,2500,Interesting study,5d982c7ef65bb80019cc6731,6898afff2227f134df1188ea,6898b87405802447e3b6f3ea,1
2025/8/10 9:24,2025/8/10 9:30,0,216.114.126.129,100,341,1,2025/8/10 9:30,R_1qfaoCPwpLl4HY4,,,,,38.3359,-90.1498,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,6,3,6,6,6,6,3,3,3,3,5,4,4,4,4,7,3,4,4,6,5,3,4,1,n,,,2.5,2.5,55,7500,,66295a4891747c6a2a2f4e06,6898afff2227f134df1188ea,6898b9a56df6340b94c9e6c2,2
2025/8/10 9:23,2025/8/10 9:30,0,75.187.129.54,100,414,1,2025/8/10 9:30,R_3jYYzxkFhPaVmCB,,,,,40.8122,-81.4208,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,2,4,5,1,2,2,1,4,5,5,6,5,4,4,4,4,6,7,7,7,7,1,2,7,1,The women's one was more expensive ,,,5,5,61,3500,"Interesting study, thanks!",644bf7faefa2668b9a68e8ec,6898afff2227f134df1188ea,6898b95e24ac460bb5624b7a,3B
2025/8/10 9:26,2025/8/10 9:30,0,73.232.80.142,100,226,1,2025/8/10 9:30,R_75e1CEvvoxEWWU9,,,,,29.5726,-95.1004,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,2,2,2,2,6,6,6,6,6,2,2,3,3,7,7,7,4,7,1,1,7,3,Both are revitalizing for all types of hair.,1,1,,,46,11000,,65c7878613b84bfc354131c7,6898afff2227f134df1188ea,6898ba230c7d2e1e0309d73b,1
2025/8/10 9:19,2025/8/10 9:30,0,73.132.117.15,100,660,1,2025/8/10 9:30,R_1dVSM9a1ac2S9SA,,,,,39.4114,-77.2823,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,3,1,1,1,1,1,1,7,7,7,7,7,4,4,1,1,7,7,4,2,7,1,1,7,3,Men’s and women’s hair shampoo. The women’s came with a floral pink design. ,,,7,5,44,4400,I think only certain scented products should be labeled for men or women. I would like to know if a product smells more masculine or feminine before purchasing it. Other than that shampoo is shampoo unless it’s a medicated product ,6614721a46dbcdfff927e757,6898afff2227f134df1188ea,6898b875728ec83c0e8f75b9,3B
2025/8/10 9:26,2025/8/10 9:30,0,174.27.154.234,100,261,1,2025/8/10 9:30,R_5QYwbuTtQdT65qm,,,,,43.6138,-116.3972,anonymous,EN,1,2,,,,,,,,,,,,,13,0.56,13.99,0.4,,,,,,,,,,,,,1,5,3,5,5,5,5,3,3,3,4,5,5,5,4,4,6,5,6,6,7,4,4,6,1,Womens shampoo for all types of hair 13.99. Mens Shampoo for all types of hair 13.99.,,,1,1,43,3000,,67ace3fc5892a4d45463156b,6898afff2227f134df1188ea,6898ba08801797fea87e988e,3B
2025/8/10 9:24,2025/8/10 9:30,0,174.224.60.135,100,341,1,2025/8/10 9:30,R_6wSjhEZ6j22qBFY,,,,,42.4269,-83.4803,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,6,3,6,6,6,6,1,1,1,1,4,6,3,6,4,6,4,6,6,6,4,4,3,1,Womens shampoo 13.99 for .56 cents an ounce. Men's shampoo 13.99 for .40 cents an ounce. Used for all hair types.,,,5,4,35,3600,,659e01b6baad7ac0576d4a5c,6898afff2227f134df1188ea,6898b9b8e39336f7b907b460,3E
2025/8/10 9:25,2025/8/10 9:30,0,69.140.96.138,100,329,1,2025/8/10 9:30,R_3HcNhbXSqBWZaKK,,,,,38.6273,-76.9859,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,1,4,3,4,4,2,3,5,4,4,6,6,7,2,4,4,5,3,4,3,7,5,3,6,1,The women’s shampoo was only 25 ounces while the men’s was 35 ounces but they were both 13.99. Both were advertised as being good for all hair types. The women’s bottle had artistic designs though.,,,1.5,1,33,3000,,5e7cf03fea45cb369b402703,6898afff2227f134df1188ea,6898b9c4664bdcc8bb512604,3A
2025/8/10 9:21,2025/8/10 9:30,0,98.97.38.161,100,538,1,2025/8/10 9:30,R_7KTK1etH1LD7jpv,,,,,47.6109,-122.3303,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,5,1,3,4,3,4,4,2,5,6,3,2,2,2,2,7,7,7,7,6,2,2,6,1,I don't remember much other than a men's and women's shampoo at different unit prices but total price was the same.,,,0.28,0.2,61,200,,676453efc9a32a9f703949a9,6898afff2227f134df1188ea,6898b8ffc2eee610d302ff7d,2
